card_id,unit,exam_pool,question_unchanged,previous_exam_command,exam_command,previous_answer_format_hint,answer_format_hint,answer_format_steps,source,source_fidelity
y9r-068-9j-in-an-electric-field-diagram-what-do-the-arrows-show,9J,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9J Summary sheet p1 Static electricity,exact-source-answer
y9r-069-9j-what-is-current,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p1 Electric circuits,exact-source-answer
y9r-070-9j-how-do-we-measure-current,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p1 Electric circuits,exact-source-answer
y9r-071-9j-how-do-we-measure-voltage,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p1 Electric circuits,exact-source-answer
y9r-072-9j-what-is-resistance,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Resistance,exact-source-answer
y9r-073-9j-if-resistance-stays-the-same-what-happens-when-voltage-is-higher,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p2 Resistance,exact-source-answer
y9r-074-9j-if-voltage-stays-the-same-what-happens-when-resistance-is-higher,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p2 Resistance,exact-source-answer
y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on,9J,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Resistance,exact-source-answer
y9r-076-9j-how-does-wire-length-affect-resistance,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p2 Resistance,exact-source-answer
y9r-077-9j-how-does-wire-thickness-affect-resistance,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p2 Resistance,exact-source-answer
y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Calculating resistance,exact-source-answer
y9r-079-9j-what-is-an-electromagnet,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Electromagnets,exact-source-answer
y9r-080-9j-when-is-an-electromagnet-magnetic,9J,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Electromagnets,exact-source-answer
y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Electromagnets,exact-source-answer
